,date,id,meals,occasion
445,1900-05-04,13017.0,DINNER,UNKNOWN
446,1900-05-01,13020.0,LUNCH,UNKNOWN
447,1900-05-01,13021.0,DRINK,UNKNOWN
448,1900-05-01,13022.0,DINNER,UNKNOWN
449,1900-05-01,13023.0,LUNCH,UNKNOWN
450,1900-05-01,13024.0,DINNER,UNKNOWN
451,1900-03-03,13025.0,DAILY,UNKNOWN
452,1900-03-03,13026.0,BREAKFAST,UNKNOWN
453,1900-03-04,13027.0,DAILY,UNKNOWN
454,1900-03-04,13028.0,BREAKFAST,UNKNOWN
455,1900-03-04,13029.0,BREAKFAST,UNKNOWN
456,1900-03-04,13030.0,DINNER,UNKNOWN
457,1900-03-04,13031.0,DINNER,UNKNOWN
458,1900-03-04,13032.0,LUNCH,UNKNOWN
459,1900-03-04,13033.0,LUNCH,UNKNOWN
460,1900-03-05,13034.0,BREAKFAST,UNKNOWN
461,1900-03-17,13035.0,DINNER,UNKNOWN
462,1900-03-18,13038.0,DINNER,UNKNOWN
463,1900-03-15,13039.0,DINNER,UNKNOWN
464,1900-03-16,13041.0,DINNER,UNKNOWN
466,1900-01-01,13043.0,BREAKFAST,UNKNOWN
467,1900-03-20,13044.0,DINNER,UNKNOWN
468,1900-04-11,13045.0,DINNER,RITE
469,1900-02-22,13047.0,DINNER,EVENT
470,1900-02-22,13049.0,BREAKFAST,UNKNOWN
471,1900-02-23,13050.0,LUNCH,UNKNOWN
472,1900-02-23,13052.0,DINNER,UNKNOWN
473,1900-02-24,13053.0,LUNCH,UNKNOWN
474,1900-02-22,13054.0,DINNER,PATRIOTIC HOLIDAY
475,1900-02-22,13057.0,DINNER,PATRIOTIC HOLIDAY
476,1900-02-22,13058.0,DINNER,PATRIOTIC HOLIDAY
477,1900-02-23,13059.0,DAILY,UNKNOWN
478,1900-02-23,13060.0,LUNCH,UNKNOWN
479,1900-02-16,13061.0,BREAKFAST,UNKNOWN
480,1900-02-16,13062.0,LUNCH,UNKNOWN
481,1900-02-16,13063.0,DINNER,UNKNOWN
482,1900-02-16,13064.0,DINNER,RITE
483,1900-02-16,13065.0,DINNER,UNKNOWN
484,1900-02-16,13066.0,BREAKFAST,UNKNOWN
485,1900-02-16,13067.0,LUNCH,UNKNOWN
486,1900-02-05,13069.0,DAILY,UNKNOWN
487,1900-02-23,13070.0,BREAKFAST,UNKNOWN
488,1900-02-23,13071.0,LUNCH,UNKNOWN
489,1900-02-23,13072.0,DINNER,UNKNOWN
490,1900-02-23,13073.0,LUNCH,UNKNOWN
491,1900-02-24,13074.0,DINNER,UNKNOWN
492,1900-02-24,13075.0,DINNER,UNKNOWN
493,1900-02-24,13076.0,DINNER,RITE
494,1900-02-24,13077.0,DRINK,UNKNOWN
